invoice_number,vendor_name,address,issued_date,due_date,invoice_status,product_name,quantity,unit_price
14-2022-12-25-Co,Company D,Vietnam,2022-12-25,2023-01-16,Pending,AI Solution,1,4432.62
2-2022-12-05-Co,Company C,Heard Island and McDonald Islands,2022-12-05,2022-12-23,Pending,IoT Solution,1,2376.33
24-2023-05-10-Co,Company E,Nepal,2023-05-10,2023-06-07,Pending,Web Development,1,2079.35
59-2022-12-25-Co,Company C,Zambia,2022-12-25,2023-01-23,Paid,E-commerce Development,1,4998.11
44-2023-05-09-Co,Company C,Cook Islands,2023-05-09,2023-05-24,Pending,IoT Solution,1,2319.32
94-2022-11-25-Co,Company A,Albania,2022-11-25,2022-12-25,Overdue,Mobile App Development,1,3091.87
34-2023-02-05-Co,Company E,Colombia,2023-02-05,2023-02-28,Overdue,Web Development,1,1639.12
67-2023-06-26-Co,Company D,Falkland Islands (Malvinas),2023-06-26,2023-07-09,Paid,IoT Solution,1,2780.8
31-2022-12-01-Co,Company E,Marshall Islands,2022-12-01,2022-12-10,Pending,AI Solution,1,8296.35
33-2023-07-06-Co,Company A,Saudi Arabia,2023-07-06,2023-07-24,Paid,E-commerce Development,1,4178.1
76-2023-06-13-Co,Company D,Venezuela,2023-06-13,2023-07-04,Pending,E-commerce Development,1,2413.42
11-2023-02-22-Co,Company C,Solomon Islands,2023-02-22,2023-03-22,Pending,AI Solution,1,8527.52
74-2023-07-06-Co,Company A,Russian Federation,2023-07-06,2023-08-03,Paid,IoT Solution,1,7250.77
33-2022-10-23-Co,Company C,Hong Kong,2022-10-23,2022-11-11,Paid,UI/UX Design,1,710.85
14-2022-12-29-Co,Company E,Belarus,2022-12-29,2023-01-16,Pending,UI/UX Design,1,320.93
7-2023-06-02-Co,Company E,Cameroon,2023-06-02,2023-06-28,Pending,IoT Solution,1,3866.56
47-2022-10-24-Co,Company E,Bouvet Island (Bouvetoya),2022-10-24,2022-11-21,Paid,UI/UX Design,1,808.15
7-2023-06-23-Co,Company D,Belarus,2023-06-23,2023-07-02,Overdue,Mobile App Development,1,3375.45
8-2023-05-24-Co,Company C,Ecuador,2023-05-24,2023-06-12,Overdue,E-commerce Development,1,4459.14
2-2023-04-08-Co,Company D,Bolivia,2023-04-08,2023-04-25,Overdue,IoT Solution,1,2840.41
32-2023-03-05-Co,Company C,Kuwait,2023-03-05,2023-03-30,Paid,AI Solution,1,4632.86
28-2022-08-13-Co,Company A,Marshall Islands,2022-08-13,2022-08-31,Paid,Mobile App Development,1,3625.11
51-2023-03-20-Co,Company D,Vietnam,2023-03-20,2023-04-19,Paid,IoT Solution,1,5644.22
6-2023-01-21-Co,Company E,Russian Federation,2023-01-21,2023-02-15,Overdue,UI/UX Design,1,996.39
23-2022-10-16-Co,Company A,Togo,2022-10-16,2022-10-24,Paid,AI Solution,1,5607.13
62-2023-02-26-Co,Company B,Saint Lucia,2023-02-26,2023-03-25,Overdue,Mobile App Development,1,1413.81
61-2023-02-18-Co,Company B,Palestinian Territory,2023-02-18,2023-03-02,Overdue,E-commerce Development,1,1129.42
90-2022-12-14-Co,Company D,Palestinian Territory,2022-12-14,2022-12-31,Paid,UI/UX Design,1,687.85
59-2022-11-04-Co,Company A,Moldova,2022-11-04,2022-11-26,Paid,IoT Solution,1,3456.73
54-2023-02-26-Co,Company B,Ecuador,2023-02-26,2023-03-09,Overdue,UI/UX Design,1,632.88
53-2022-09-25-Co,Company A,Botswana,2022-09-25,2022-10-04,Paid,Web Development,1,2876.98
11-2022-07-19-Co,Company A,Chile,2022-07-19,2022-07-30,Paid,IoT Solution,1,4277.76
95-2023-05-18-Co,Company D,Spain,2023-05-18,2023-06-14,Overdue,Mobile App Development,1,3977.06
36-2023-05-08-Co,Company A,Eritrea,2023-05-08,2023-06-01,Pending,Web Development,1,2964.05
57-2022-11-11-Co,Company B,Sierra Leone,2022-11-11,2022-11-24,Paid,E-commerce Development,1,3719.59
100-2022-07-10-Co,Company E,Chad,2022-07-10,2022-07-25,Paid,UI/UX Design,1,578.51
32-2023-01-05-Co,Company A,Canada,2023-01-05,2023-01-13,Paid,IoT Solution,1,2191.2
65-2023-07-04-Co,Company D,Kuwait,2023-07-04,2023-07-27,Paid,UI/UX Design,1,980.46
77-2023-03-28-Co,Company E,Romania,2023-03-28,2023-04-26,Overdue,UI/UX Design,1,321.29
13-2022-12-17-Co,Company B,Montserrat,2022-12-17,2023-01-03,Paid,Mobile App Development,1,1752.55
56-2022-12-17-Co,Company A,Samoa,2022-12-17,2023-01-15,Paid,IoT Solution,1,5315.0
100-2022-08-23-Co,Company D,Malawi,2022-08-23,2022-08-31,Pending,E-commerce Development,1,4231.75
9-2023-05-08-Co,Company D,Samoa,2023-05-08,2023-05-19,Paid,IoT Solution,1,4595.17
62-2022-09-12-Co,Company C,Puerto Rico,2022-09-12,2022-09-29,Pending,E-commerce Development,1,1861.14
40-2022-08-23-Co,Company D,Netherlands Antilles,2022-08-23,2022-09-04,Paid,Mobile App Development,1,1537.79
27-2022-11-20-Co,Company C,Senegal,2022-11-20,2022-12-14,Pending,UI/UX Design,1,606.42
44-2023-01-25-Co,Company B,Guyana,2023-01-25,2023-02-21,Pending,UI/UX Design,1,396.78
48-2022-08-25-Co,Company B,Hong Kong,2022-08-25,2022-09-04,Pending,Mobile App Development,1,3509.07
63-2023-06-24-Co,Company C,United Arab Emirates,2023-06-24,2023-07-14,Overdue,AI Solution,1,4331.09
97-2023-05-13-Co,Company E,Uzbekistan,2023-05-13,2023-05-30,Paid,AI Solution,1,8951.65
91-2023-01-24-Co,Company E,Nicaragua,2023-01-24,2023-02-13,Pending,IoT Solution,1,5086.9
70-2023-01-06-Co,Company B,Nepal,2023-01-06,2023-01-18,Overdue,Mobile App Development,1,4734.26
68-2022-07-11-Co,Company B,Saint Barthelemy,2022-07-11,2022-07-31,Overdue,E-commerce Development,1,2485.76
44-2022-10-12-Co,Company C,Puerto Rico,2022-10-12,2022-10-19,Paid,Web Development,1,1454.15
26-2022-11-07-Co,Company A,Vanuatu,2022-11-07,2022-11-29,Pending,E-commerce Development,1,1661.27
40-2023-05-02-Co,Company C,Turkey,2023-05-02,2023-05-17,Overdue,UI/UX Design,1,835.42
31-2022-10-02-Co,Company A,Mongolia,2022-10-02,2022-10-25,Overdue,E-commerce Development,1,3474.39
97-2023-01-07-Co,Company A,Cape Verde,2023-01-07,2023-01-28,Overdue,IoT Solution,1,4792.57
8-2022-11-20-Co,Company D,Monaco,2022-11-20,2022-12-12,Paid,IoT Solution,1,4878.62
75-2023-07-04-Co,Company A,Mongolia,2023-07-04,2023-07-26,Overdue,UI/UX Design,1,721.39
89-2023-05-19-Co,Company B,Iceland,2023-05-19,2023-06-05,Overdue,IoT Solution,1,5082.02
57-2022-10-18-Co,Company D,Nepal,2022-10-18,2022-11-13,Paid,Web Development,1,2042.88
98-2022-11-19-Co,Company E,Suriname,2022-11-19,2022-12-05,Overdue,Mobile App Development,1,3664.16
9-2023-02-02-Co,Company E,Armenia,2023-02-02,2023-02-15,Paid,AI Solution,1,4196.45
73-2022-07-16-Co,Company D,Sao Tome and Principe,2022-07-16,2022-08-04,Overdue,E-commerce Development,1,3492.04
39-2022-11-14-Co,Company C,United Arab Emirates,2022-11-14,2022-11-23,Paid,IoT Solution,1,6694.8
14-2022-08-19-Co,Company E,British Indian Ocean Territory (Chagos Archipelago),2022-08-19,2022-09-06,Paid,IoT Solution,1,3108.74
97-2022-09-07-Co,Company D,Ethiopia,2022-09-07,2022-10-03,Pending,AI Solution,1,6124.18
60-2022-12-21-Co,Company B,Serbia,2022-12-21,2023-01-19,Paid,IoT Solution,1,6635.37
2-2023-05-22-Co,Company C,Puerto Rico,2023-05-22,2023-06-02,Overdue,UI/UX Design,1,312.68
50-2022-09-12-Co,Company D,Vanuatu,2022-09-12,2022-09-20,Pending,UI/UX Design,1,300.89
88-2023-02-15-Co,Company E,Samoa,2023-02-15,2023-03-02,Overdue,E-commerce Development,1,4204.43
92-2022-09-17-Co,Company C,Turks and Caicos Islands,2022-09-17,2022-10-04,Paid,UI/UX Design,1,619.02
72-2022-08-28-Co,Company E,Montenegro,2022-08-28,2022-09-24,Paid,AI Solution,1,3622.9
93-2022-10-05-Co,Company D,Jamaica,2022-10-05,2022-10-24,Paid,AI Solution,1,3735.11
55-2022-12-09-Co,Company C,Denmark,2022-12-09,2023-01-04,Overdue,Web Development,1,1267.99
8-2023-06-26-Co,Company B,Cape Verde,2023-06-26,2023-07-22,Pending,UI/UX Design,1,367.54
14-2023-06-24-Co,Company B,Kazakhstan,2023-06-24,2023-07-13,Overdue,AI Solution,1,5508.23
39-2022-12-31-Co,Company E,Cayman Islands,2022-12-31,2023-01-18,Paid,UI/UX Design,1,703.92
100-2023-05-29-Co,Company D,Gambia,2023-05-29,2023-06-13,Overdue,Mobile App Development,1,2163.65
45-2023-06-09-Co,Company D,Mexico,2023-06-09,2023-07-05,Paid,Mobile App Development,1,3555.15
4-2023-05-09-Co,Company E,United Arab Emirates,2023-05-09,2023-06-05,Pending,IoT Solution,1,4091.43
29-2022-12-05-Co,Company E,Kyrgyz Republic,2022-12-05,2022-12-27,Paid,Web Development,1,2895.21
7-2023-03-15-Co,Company E,Colombia,2023-03-15,2023-04-05,Pending,IoT Solution,1,7147.58
73-2022-08-08-Co,Company D,Spain,2022-08-08,2022-09-03,Pending,Web Development,1,961.51
62-2022-07-27-Co,Company C,Czech Republic,2022-07-27,2022-08-20,Paid,Web Development,1,2058.68
90-2023-03-24-Co,Company A,Germany,2023-03-24,2023-04-16,Paid,UI/UX Design,1,293.88
24-2023-05-22-Co,Company A,Cape Verde,2023-05-22,2023-06-17,Pending,E-commerce Development,1,3655.82
52-2022-09-24-Co,Company E,Mayotte,2022-09-24,2022-10-07,Pending,E-commerce Development,1,3176.36
32-2022-11-02-Co,Company A,Tonga,2022-11-02,2022-11-28,Overdue,UI/UX Design,1,799.44
47-2022-10-07-Co,Company D,Gabon,2022-10-07,2022-10-17,Overdue,Mobile App Development,1,3539.05
64-2023-03-09-Co,Company E,Aruba,2023-03-09,2023-03-22,Pending,UI/UX Design,1,506.63
68-2023-04-04-Co,Company C,Algeria,2023-04-04,2023-04-11,Overdue,UI/UX Design,1,764.5
58-2023-05-28-Co,Company A,Western Sahara,2023-05-28,2023-06-27,Overdue,AI Solution,1,3520.13
61-2023-05-09-Co,Company E,South Georgia and the South Sandwich Islands,2023-05-09,2023-05-22,Paid,UI/UX Design,1,740.2
63-2022-11-27-Co,Company C,Djibouti,2022-11-27,2022-12-11,Overdue,Mobile App Development,1,1306.42
49-2023-04-19-Co,Company B,Myanmar,2023-04-19,2023-05-14,Overdue,E-commerce Development,1,1155.32
6-2022-10-13-Co,Company E,Tanzania,2022-10-13,2022-10-22,Paid,Mobile App Development,1,2580.81
59-2022-09-29-Co,Company C,Saint Helena,2022-09-29,2022-10-15,Paid,Web Development,1,2841.55
49-2023-05-13-Co,Company A,Comoros,2023-05-13,2023-06-08,Overdue,Mobile App Development,1,2161.26
23-2023-01-20-Co,Company B,Argentina,2023-01-20,2023-02-09,Pending,IoT Solution,1,4499.59
65-2022-08-05-Co,Company C,Croatia,2022-08-05,2022-09-02,Overdue,IoT Solution,1,6987.65
91-2023-03-19-Co,Company C,Panama,2023-03-19,2023-04-10,Paid,Mobile App Development,1,2383.22
59-2022-12-10-Co,Company C,Trinidad and Tobago,2022-12-10,2022-12-28,Overdue,Mobile App Development,1,2978.45
21-2022-10-17-Co,Company B,New Zealand,2022-10-17,2022-11-16,Pending,UI/UX Design,1,661.17
51-2022-08-26-Co,Company A,Costa Rica,2022-08-26,2022-09-24,Overdue,UI/UX Design,1,378.44
100-2023-05-27-Co,Company E,United States of America,2023-05-27,2023-06-13,Paid,AI Solution,1,6251.86
43-2023-01-11-Co,Company B,Poland,2023-01-11,2023-01-30,Overdue,Web Development,1,2703.95
54-2023-01-12-Co,Company C,Mayotte,2023-01-12,2023-01-28,Overdue,E-commerce Development,1,1489.28
96-2023-03-28-Co,Company E,Brunei Darussalam,2023-03-28,2023-04-27,Pending,IoT Solution,1,4218.63
84-2023-04-27-Co,Company C,Mayotte,2023-04-27,2023-05-26,Paid,Web Development,1,1291.73
3-2023-02-03-Co,Company E,Isle of Man,2023-02-03,2023-02-16,Paid,Mobile App Development,1,2101.65
59-2022-07-10-Co,Company D,Egypt,2022-07-10,2022-08-04,Pending,Mobile App Development,1,2100.24
46-2023-05-05-Co,Company D,Antarctica (the territory South of 60 deg S),2023-05-05,2023-06-01,Paid,AI Solution,1,9533.43
10-2023-01-09-Co,Company C,Macao,2023-01-09,2023-01-23,Pending,Web Development,1,868.19
53-2023-03-03-Co,Company B,Italy,2023-03-03,2023-03-28,Paid,Web Development,1,2948.92
60-2023-06-23-Co,Company B,Honduras,2023-06-23,2023-07-20,Paid,E-commerce Development,1,3448.79
68-2023-03-17-Co,Company A,United Arab Emirates,2023-03-17,2023-04-15,Paid,E-commerce Development,1,1484.52
18-2023-01-30-Co,Company C,Yemen,2023-01-30,2023-02-09,Paid,Mobile App Development,1,3624.93
2-2023-04-10-Co,Company C,Canada,2023-04-10,2023-05-04,Paid,UI/UX Design,1,561.44
36-2023-05-23-Co,Company A,Bahrain,2023-05-23,2023-06-03,Paid,Web Development,1,2394.96
68-2022-08-18-Co,Company D,Saint Barthelemy,2022-08-18,2022-09-09,Paid,IoT Solution,1,5022.18
92-2022-10-19-Co,Company B,Libyan Arab Jamahiriya,2022-10-19,2022-11-17,Pending,UI/UX Design,1,717.79
74-2023-05-05-Co,Company A,Cocos (Keeling) Islands,2023-05-05,2023-05-30,Overdue,AI Solution,1,4190.24
73-2023-01-18-Co,Company C,Cuba,2023-01-18,2023-02-13,Overdue,AI Solution,1,9213.69
6-2022-09-20-Co,Company A,North Macedonia,2022-09-20,2022-10-13,Paid,Web Development,1,1426.65
20-2023-02-16-Co,Company B,Bouvet Island (Bouvetoya),2023-02-16,2023-03-09,Paid,E-commerce Development,1,4950.66
92-2023-02-02-Co,Company B,Colombia,2023-02-02,2023-02-18,Pending,Web Development,1,2814.07
93-2023-04-04-Co,Company D,Faroe Islands,2023-04-04,2023-04-20,Pending,E-commerce Development,1,3512.18
16-2022-11-02-Co,Company C,Burundi,2022-11-02,2022-11-11,Paid,E-commerce Development,1,4198.86
74-2022-08-27-Co,Company B,Bahamas,2022-08-27,2022-09-03,Overdue,Mobile App Development,1,4796.13
60-2023-05-07-Co,Company C,Bhutan,2023-05-07,2023-06-03,Pending,UI/UX Design,1,527.54
62-2022-07-29-Co,Company A,Mayotte,2022-07-29,2022-08-26,Paid,E-commerce Development,1,1805.91
48-2023-05-13-Co,Company E,Cote d'Ivoire,2023-05-13,2023-06-12,Paid,AI Solution,1,4113.41
43-2022-11-07-Co,Company B,Ecuador,2022-11-07,2022-12-01,Paid,IoT Solution,1,5006.82
53-2023-01-07-Co,Company D,Gibraltar,2023-01-07,2023-01-24,Overdue,IoT Solution,1,7474.78
55-2022-09-15-Co,Company C,Mauritania,2022-09-15,2022-10-02,Paid,AI Solution,1,5778.81
47-2023-03-12-Co,Company A,Reunion,2023-03-12,2023-03-20,Overdue,UI/UX Design,1,729.64
54-2022-12-23-Co,Company A,Liechtenstein,2022-12-23,2023-01-20,Overdue,Mobile App Development,1,3161.68
49-2023-04-23-Co,Company C,Ghana,2023-04-23,2023-05-18,Paid,AI Solution,1,9729.25
39-2023-06-25-Co,Company A,Pakistan,2023-06-25,2023-07-03,Overdue,E-commerce Development,1,1879.53
89-2023-04-18-Co,Company D,Sweden,2023-04-18,2023-05-04,Pending,Mobile App Development,1,4677.76
78-2023-05-13-Co,Company C,Italy,2023-05-13,2023-05-26,Paid,IoT Solution,1,7461.72
83-2022-08-16-Co,Company A,Heard Island and McDonald Islands,2022-08-16,2022-09-01,Pending,AI Solution,1,9876.89
36-2023-06-23-Co,Company A,Iran,2023-06-23,2023-07-16,Paid,Mobile App Development,1,3745.54
65-2022-12-19-Co,Company A,Nauru,2022-12-19,2023-01-08,Overdue,Mobile App Development,1,4804.67
11-2023-02-09-Co,Company D,Tunisia,2023-02-09,2023-02-16,Pending,IoT Solution,1,7141.45
66-2022-08-04-Co,Company D,Libyan Arab Jamahiriya,2022-08-04,2022-08-15,Pending,IoT Solution,1,4157.23
61-2023-03-04-Co,Company A,Costa Rica,2023-03-04,2023-03-19,Pending,UI/UX Design,1,741.64
33-2023-01-22-Co,Company A,Angola,2023-01-22,2023-02-18,Overdue,UI/UX Design,1,482.38
9-2022-07-16-Co,Company D,Monaco,2022-07-16,2022-07-27,Overdue,E-commerce Development,1,3257.05
29-2023-05-28-Co,Company B,San Marino,2023-05-28,2023-06-05,Paid,Mobile App Development,1,3646.11
99-2023-01-31-Co,Company A,Mauritius,2023-01-31,2023-02-27,Pending,Web Development,1,1642.4
29-2023-03-21-Co,Company C,Uruguay,2023-03-21,2023-03-29,Pending,Mobile App Development,1,3787.91
12-2023-02-03-Co,Company A,Bhutan,2023-02-03,2023-02-11,Paid,IoT Solution,1,3230.25
88-2022-11-05-Co,Company D,Saint Martin,2022-11-05,2022-12-05,Overdue,Mobile App Development,1,4340.46
29-2022-08-02-Co,Company C,New Zealand,2022-08-02,2022-08-23,Paid,Web Development,1,1532.03
17-2022-09-22-Co,Company A,Mongolia,2022-09-22,2022-10-17,Paid,Mobile App Development,1,1708.21
34-2022-10-23-Co,Company C,Western Sahara,2022-10-23,2022-11-08,Pending,IoT Solution,1,6410.51
88-2023-07-02-Co,Company E,Guyana,2023-07-02,2023-07-31,Pending,UI/UX Design,1,741.37
48-2022-08-13-Co,Company C,Niger,2022-08-13,2022-08-28,Paid,Web Development,1,2578.17
64-2022-10-17-Co,Company A,Sweden,2022-10-17,2022-11-12,Pending,E-commerce Development,1,1156.97
32-2023-06-03-Co,Company B,Saint Vincent and the Grenadines,2023-06-03,2023-06-12,Pending,E-commerce Development,1,3322.12
90-2022-07-31-Co,Company C,Burundi,2022-07-31,2022-08-30,Pending,Web Development,1,649.44
79-2022-11-12-Co,Company B,Iraq,2022-11-12,2022-11-29,Pending,Web Development,1,846.77
93-2023-05-24-Co,Company E,Uganda,2023-05-24,2023-06-19,Pending,IoT Solution,1,7088.52
49-2023-01-27-Co,Company C,Cameroon,2023-01-27,2023-02-09,Paid,AI Solution,1,9442.5
75-2022-12-27-Co,Company D,Belgium,2022-12-27,2023-01-20,Pending,AI Solution,1,3386.36
73-2023-03-20-Co,Company B,Northern Mariana Islands,2023-03-20,2023-04-16,Overdue,Web Development,1,2527.12
38-2023-05-25-Co,Company E,Saudi Arabia,2023-05-25,2023-06-23,Paid,AI Solution,1,6903.37
78-2023-06-21-Co,Company C,Cyprus,2023-06-21,2023-07-01,Paid,E-commerce Development,1,4170.47
59-2023-04-07-Co,Company D,Italy,2023-04-07,2023-04-28,Paid,Mobile App Development,1,2089.53
67-2022-11-30-Co,Company A,Saint Lucia,2022-11-30,2022-12-23,Pending,E-commerce Development,1,3814.9
50-2023-01-24-Co,Company D,Haiti,2023-01-24,2023-02-06,Overdue,IoT Solution,1,7616.3
55-2023-01-13-Co,Company D,Tunisia,2023-01-13,2023-02-04,Pending,Web Development,1,1880.34
1-2022-09-03-Co,Company C,France,2022-09-03,2022-09-10,Overdue,UI/UX Design,1,380.39
17-2022-11-04-Co,Company B,Czech Republic,2022-11-04,2022-11-14,Overdue,Web Development,1,631.95
54-2023-04-30-Co,Company E,Gambia,2023-04-30,2023-05-15,Paid,UI/UX Design,1,516.1
56-2023-05-23-Co,Company B,New Caledonia,2023-05-23,2023-06-07,Paid,UI/UX Design,1,695.29
36-2023-01-31-Co,Company C,Hungary,2023-01-31,2023-02-10,Overdue,Mobile App Development,1,2580.9
67-2023-06-15-Co,Company A,Nicaragua,2023-06-15,2023-07-15,Overdue,UI/UX Design,1,850.62
67-2023-06-06-Co,Company B,Antarctica (the territory South of 60 deg S),2023-06-06,2023-06-23,Overdue,AI Solution,1,3626.49
37-2023-06-21-Co,Company B,Moldova,2023-06-21,2023-07-21,Paid,AI Solution,1,9972.74
38-2022-09-13-Co,Company C,Guatemala,2022-09-13,2022-10-06,Paid,AI Solution,1,3836.58
49-2022-11-10-Co,Company B,Canada,2022-11-10,2022-11-25,Paid,UI/UX Design,1,381.16
58-2022-11-01-Co,Company B,Belarus,2022-11-01,2022-11-28,Pending,UI/UX Design,1,736.03
77-2023-02-26-Co,Company A,Bahamas,2023-02-26,2023-03-19,Paid,E-commerce Development,1,1356.94
94-2022-11-13-Co,Company B,United Arab Emirates,2022-11-13,2022-12-06,Pending,IoT Solution,1,5123.77
50-2023-05-21-Co,Company D,Kiribati,2023-05-21,2023-06-10,Overdue,Web Development,1,953.26
49-2023-03-14-Co,Company E,Senegal,2023-03-14,2023-04-11,Overdue,Mobile App Development,1,2676.47
22-2023-02-08-Co,Company E,Albania,2023-02-08,2023-02-15,Overdue,Web Development,1,775.68
99-2022-09-16-Co,Company D,France,2022-09-16,2022-10-04,Paid,AI Solution,1,6195.2
27-2023-01-21-Co,Company E,Faroe Islands,2023-01-21,2023-02-03,Pending,Mobile App Development,1,1376.8
88-2022-08-03-Co,Company D,Switzerland,2022-08-03,2022-08-12,Paid,Mobile App Development,1,1755.54
13-2023-03-14-Co,Company D,United States Minor Outlying Islands,2023-03-14,2023-03-25,Overdue,E-commerce Development,1,3386.09
46-2023-06-22-Co,Company A,Antigua and Barbuda,2023-06-22,2023-07-15,Paid,E-commerce Development,1,2630.75
98-2022-11-25-Co,Company E,Sweden,2022-11-25,2022-12-11,Paid,Web Development,1,2608.95
62-2023-05-22-Co,Company E,Korea,2023-05-22,2023-06-02,Paid,Web Development,1,1953.16
45-2023-05-30-Co,Company A,Mozambique,2023-05-30,2023-06-12,Paid,Web Development,1,877.17
34-2023-06-26-Co,Company C,Sweden,2023-06-26,2023-07-04,Pending,Web Development,1,991.21
69-2022-07-11-Co,Company A,Guyana,2022-07-11,2022-07-27,Paid,AI Solution,1,5868.12
56-2023-02-11-Co,Company D,Malawi,2023-02-11,2023-03-11,Pending,IoT Solution,1,5209.08
29-2022-10-11-Co,Company A,Venezuela,2022-10-11,2022-10-30,Overdue,Mobile App Development,1,4856.44
19-2022-12-22-Co,Company C,Guernsey,2022-12-22,2023-01-19,Pending,Web Development,1,2982.21
74-2023-06-10-Co,Company A,Iceland,2023-06-10,2023-07-09,Paid,AI Solution,1,4928.46
94-2022-10-20-Co,Company A,Singapore,2022-10-20,2022-10-30,Paid,Web Development,1,595.16
76-2022-10-08-Co,Company C,Eritrea,2022-10-08,2022-10-15,Pending,E-commerce Development,1,2938.03
13-2023-04-12-Co,Company A,Costa Rica,2023-04-12,2023-05-01,Overdue,Web Development,1,564.0
42-2022-07-26-Co,Company A,Japan,2022-07-26,2022-08-09,Pending,E-commerce Development,1,3705.01
6-2023-02-16-Co,Company B,Sweden,2023-02-16,2023-02-26,Paid,AI Solution,1,6246.65
2-2022-12-17-Co,Company B,Thailand,2022-12-17,2022-12-28,Paid,AI Solution,1,8719.88
28-2022-07-29-Co,Company D,Cambodia,2022-07-29,2022-08-19,Paid,UI/UX Design,1,455.56
80-2023-06-28-Co,Company E,Palau,2023-06-28,2023-07-05,Pending,UI/UX Design,1,239.33
75-2023-01-18-Co,Company C,Ecuador,2023-01-18,2023-02-07,Paid,UI/UX Design,1,943.69
29-2023-03-23-Co,Company B,Algeria,2023-03-23,2023-03-31,Overdue,Mobile App Development,1,4113.45
22-2023-04-02-Co,Company B,Aruba,2023-04-02,2023-04-19,Pending,E-commerce Development,1,3319.2
41-2022-09-24-Co,Company C,Costa Rica,2022-09-24,2022-10-07,Paid,E-commerce Development,1,4831.64
27-2022-11-09-Co,Company A,Macao,2022-11-09,2022-12-06,Paid,AI Solution,1,9190.46
23-2023-01-15-Co,Company D,Bahamas,2023-01-15,2023-01-27,Paid,Mobile App Development,1,1164.37
80-2022-11-06-Co,Company C,Bermuda,2022-11-06,2022-11-17,Paid,AI Solution,1,6195.37
62-2022-11-04-Co,Company C,Yemen,2022-11-04,2022-11-22,Paid,Mobile App Development,1,1697.2
74-2023-03-04-Co,Company E,Russian Federation,2023-03-04,2023-03-22,Pending,E-commerce Development,1,3084.36
90-2023-04-22-Co,Company C,Lithuania,2023-04-22,2023-05-12,Overdue,Web Development,1,1601.17
53-2022-09-23-Co,Company D,Greece,2022-09-23,2022-10-23,Paid,Web Development,1,2461.81
27-2022-12-22-Co,Company D,Saint Vincent and the Grenadines,2022-12-22,2023-01-14,Overdue,IoT Solution,1,6207.76
